id,trigger,conditions,script,text,options,notes
sunrider_mission4_salvage9,DialogOptionSelected,$option == sunrider_mission4_salvage9,ShowPersonVisual true sunrider_celia,"The patient lies flat on a sickbay bed, eyes closed, her flight suit traded for a pale green hospital gown. An IV loops into her arm, and her oxygen mask-assisted breathing is barely perceptible. She stirs when you approach, opening her eyes and looking at you, but does not speak.

The doctor takes the two of you aside for a moment. ""I don't think she's going to make it, captain. She's lost a lot of blood, and her body is rejecting all our natural and artificial transfusions. There's symptoms of acute radiation poisoning, but also unusual nanite activity across organs, tissues, even in her genome."" 

A shake of the head. ""At the current rate of cascading organ failure, the med AI gives her three hours to live. Assuming, of course, that it can make an informed guess with such alien physiology. The only thing we can do is put her back in the cryopod, which merely suspends the problem.""

Ava glances at the girl. You might just be imagining it, but her expression is a little softer than before.",sunrider_mission4_salvage10:Speak with the patient,
sunrider_mission4_salvage10,DialogOptionSelected,$option == sunrider_mission4_salvage10,ShowSecondPerson sunrider_ava,"You ask her if she can speak, and she nods. You ask her about herself.

She pulls off the oxygen mask. ""Not... much to say."" Her eyes flicker to Ava's. ""It is as the ex-girl — as Commander Crescentia says. I am a Prototype, part of a hivemind of enhanced posthumans. A lot of good that's doing me now.""

The girl meets, and this time holds, Ava's gaze. ""I have my suspicions, but... where are we?""

""A galaxy far, far away from our own,"" the older woman answers calmly. ""And we can never go back.""",sunrider_mission4_salvage11:Continue,
sunrider_mission4_salvage11,DialogOptionSelected,$option == sunrider_mission4_salvage11,,"The girl sighs softly. ""So I feared.""

Under your gentle prodding, she tells her story, what little there is of it prior to the present. A posting with a small flotilla of the PACT subfaction loyal to someone named Alice. An encounter with a task force of the Solar Alliance over an ancient Ryuvian site. A mauled ryder, a pilot falling out of the cockpit. 

She doesn't remember how she got into the cryopod. ""Perhaps... they couldn't treat me... and were too afraid to let me die.""","sunrider_mission4_salvage12:""So you don't know how you came to our galaxy?""",
sunrider_mission4_salvage12,DialogOptionSelected,$option == sunrider_mission4_salvage12,,"""Even if I was conscious, I would not know how such a feat could be accomplished. My best guess is that a Ryuvian device brought our fleets – or what remained of them, at any rate – to this world... but it could also have been a trick of the wanderer, as unlikely as that sounds.""

""Wanderer?"" Ava asks.

An eyebrow, raised. ""You did not know that, either? She is the one you call Claude Triello."" The patient takes no notice of Ava's shocked expression. ""Some of us believe she is a trickster god, seeking nothing but amusement from her playthings. Shields is without question her latest plaything."" 

She pauses for several seconds. ""Ultimately, I have no idea what’s dragging ships and people from our galaxy to this one. So, what’s this 'Persean Sector' anyway?""

You summarize the Sector’s story before and after the collapse, and she chuckles. ""Fallen just like ourselves, huh?""
",sunrider_mission4_salvage13:Continue,
sunrider_mission4_salvage13,DialogOptionSelected,$option == sunrider_mission4_salvage13,,"""You are surprisingly cooperative,"" Ava says. ""The last Prototype I interrogated did her best to be snide and unhelpful.""

""Which one was she?""

""The one named Lynn.""

""Ah, L7NN. A pilot type, like myself."" She lies back, staring up at the deckhead. ""Always had a streak of independence, that one. Even rebelliousness.""

The patient closes her eyes. Opens them again. ""Now... I'm not so different. I am... severed from the mindstream, and for once... I feel what free will is like. Even if it’s not going to last...

""I suppose... I should apologize for... the ex-girfriend comment as well. It was... uncalled for.""",sunrider_mission4_salvage14:Continue,
sunrider_mission4_salvage14,DialogOptionSelected,$option == sunrider_mission4_salvage14,,"The conversation meanders on, mostly Ava and the prisoner swapping stories about the worlds they left behind involuntarily. 

Your officer seems to have calmed down a little. Perhaps it is because she can see that the fearsome Prototype is no threat in her present state, and is allowing herself a little civility. Pity, even.

Aburptly, the girl coughs up blood. Wary medics rush forward, fussing over their chick, but luckily her condition doesn't get any worse. At least, not yet.

Once they step back again, she looks at you. The emotion in her eyes seems unfamiliar even to herself.

""What was your name again... captain?""","sunrider_mission4_salvage15:""$playerName.""",
sunrider_mission4_salvage15,DialogOptionSelected,$option == sunrider_mission4_salvage15,"Sunrider_PlayInteractionMusic One_Day_In_August true
SetEnabled sunrider_mission4_salvage16Refuse false
SetTooltip sunrider_mission4_salvage16Refuse No.","""Captain $playerName, my time in... this realm is short. I have but one... final request. Let me... see the stars of this distant galaxy.""

Ava starts to say something, but stops short. You exchange glances, and she looks at the patient and nods slowly.","sunrider_mission4_salvage16:Accept
sunrider_mission4_salvage16Refuse:Refuse",
sunrider_mission4_salvage16,DialogOptionSelected,$option == sunrider_mission4_salvage16,,"You lift her petite form easily, overriding the doctor's protests, and princess carry her off.

The nearest observation deck isn't too far. You seat the girl on a couch, leaning on your shoulder, facing the viewport, while Ava stands at parade rest on her other side. Beyond the window are the billions upon billions of stars of the Milky Way. It's just the three of you here, gazing out at the cosmos for several silent minutes.

You feel her fingers close around yours. ""I don’t know... if it’s because I'm freed... from the mindstream,"" the prototype whispers. ""Or... if it’s because I'm... spending my last moments... with someone close. But... I think I understand now... what the humans mean... to be at peace."" Tears linger in her grey-blue eyes, a soft smile on her face.",sunrider_mission4_salvage17:Continue,
sunrider_mission4_salvage17,DialogOptionSelected,$option == sunrider_mission4_salvage17,,"""Young lady,"" Ava says. ""What is your name?""

""Prototype C3L14."" Her voice is almost a sigh in the solar wind, now. ""No... call me Celia.""

You don't know how much time passes before her hand goes limp in yours. Ava reaches out and squeezes the girl's shoulder.",sunrider_mission4_salvage18:Continue,
sunrider_mission4_salvage18,DialogOptionSelected,$option == sunrider_mission4_salvage18,ShowDefaultVisual,"The funeral rites you give Celia are common in form to both her home galaxy and the worlds of the Domain, and perhaps to spacers across all galaxies and all universes. 

You personally lower her body into the casket. You, Ava, your bridge and staff officers, and an honor guard picked from your crew see her off as she is released into the cosmos.

From the stars, elements. From elements, life. So too shall life return to the stars.",sunrider_mission4_salvage19:Continue,
sunrider_mission4_salvage19,DialogOptionSelected,$option == sunrider_mission4_salvage19,"Sunrider_PlayInteractionMusic
AddStoryPoints 1
Call $global.sunrider_mission4_ref completeSalvage
BeginConversation sunrider_ava true true","After the deed is done, Ava turns to you. ""It may be worth returning to meet Mr. Bumble again, captain. There are still a few unanswered questions about these ships we need to deal with.""","sunrider_mission4_romance1:""Can I ask you a few questions? In private.""
sunrider_mission4_salvageEnd:Leave",
sunrider_mission4_salvageEnd,DialogOptionSelected,$option == sunrider_mission4_salvageEnd,DismissDialog,,,
sunrider_mission4_romance1,DialogOptionSelected,$option == sunrider_mission4_romance1,ShowImageVisual SunriderAvaNeutral,"The request takes Ava by surprise, but she nods and follows you to your office. The guard standing outside gives her a polite nod, making the assumption that this is a work visit.

""Alright, captain,"" she begins, the two of you standing a couple of meters apart. ""What did you need?""",sunrider_mission4_romance2:Ask why Celia called her the 'ex-girlfriend',
sunrider_mission4_romance2Fail,DialogOptionSelected,"$option == sunrider_mission4_romance2
$rel < 0.2",ShowImageVisual SunriderAvaFingerUp,"She freezes for a heartbeat. Then her face goes *almost* perfectly neutral; only the slightest hint of hardness in her cheek muscles betrays her true feelings.

""I respectfully decline to answer that question. $PlayerSirOrMadam"".","sunrider_mission4_romanceAbortBad:""Fair enough. Sorry for prying.""",
sunrider_mission4_romance2Success,DialogOptionSelected,"$option == sunrider_mission4_romance2
$rel >= 0.2",Sunrider_PlayInteractionMusic One_Day_In_August true,"She freezes for a heartbeat. Then she sighs, putting her hand to her face.

""I was waiting for you to ask ever since that damned Prototype – since Celia opened her mouth. Very well, out of respect for our relationship, I will tell you."" She lowers the hand and assumes a parade rest position.

""Captain Kayto Shields was my high school boyfriend, years before we joined the Cera Space Force. No... not even that. He was merely my... best friend, with whom I had a fling at the end. The day after, I graduated and left for the naval academy. We never saw each other again, until he was assigned to the Sunrider as her captain, and I as her executive officer.

""The Prototypes found out one way or another, and one of them taunted me about it. Mere foolishness.""","sunrider_mission4_romance3:""What was Shields like?""
sunrider_mission4_romanceAbort:Thank her for the explanation",
sunrider_mission4_romance3,DialogOptionSelected,$option == sunrider_mission4_romance3,,Ava raises an eyebrow wordlessly.,"sunrider_mission4_romance4a:""Just curious.""
sunrider_mission4_romance4b:""I want to know the kind of officer you previously served under.""",
sunrider_mission4_romance4a,DialogOptionSelected,$option == sunrider_mission4_romance4a,"$option = sunrider_mission4_romance4Common 0
FireBest DialogOptionSelected
ShowImageVisual SunriderKayto","""Of course, you are..."" she rolls her eyes, sighs, then facepalms again for several seconds.",,
sunrider_mission4_romance4b,DialogOptionSelected,$option == sunrider_mission4_romance4b,"$option = sunrider_mission4_romance4Common 0
FireBest DialogOptionSelected
ShowImageVisual SunriderKayto","Ava looks at you with mild suspicion, then purses her lips briefly.",,
